x,y,z
190,193,0
191,193,0
192,193,0
193,193,0
194,193,0
195,193,0
196,193,0
197,193,0
188,194,0
189,194,0
190,194,0
191,194,0
192,194,0
193,194,0
194,194,0
195,194,0
196,194,0
197,194,0
198,194,0
199,194,0
200,194,0
186,195,0
187,195,0
188,195,0
189,195,0
190,195,0
191,195,0
192,195,0
193,195,0
194,195,0
195,195,0
196,195,0
197,195,0
198,195,0
199,195,0
200,195,0
201,195,0
185,196,0
186,196,0
187,196,0
188,196,0
189,196,0
190,196,0
191,196,0
192,196,0
193,196,0
194,196,0
195,196,0
196,196,0
197,196,0
198,196,0
199,196,0
200,196,0
201,196,0
202,196,0
203,196,0
185,197,0
186,197,0
187,197,0
188,197,0
189,197,0
190,197,0
191,197,0
192,197,0
193,197,0
194,197,0
195,197,0
196,197,0
197,197,0
198,197,0
199,197,0
200,197,0
201,197,0
202,197,0
203,197,0
204,197,0
184,198,0
185,198,0
186,198,0
187,198,0
188,198,0
189,198,0
190,198,0
191,198,0
192,198,0
193,198,0
194,198,0
195,198,0
196,198,0
197,198,0
198,198,0
199,198,0
200,198,0
201,198,0
202,198,0
203,198,0
204,198,0
205,198,0
184,199,0
185,199,0
186,199,0
187,199,0
188,199,0
189,199,0
190,199,0
191,199,0
192,199,0
193,199,0
194,199,0
195,199,0
196,199,0
197,199,0
198,199,0
199,199,0
200,199,0
201,199,0
202,199,0
203,199,0
204,199,0
205,199,0
206,199,0
184,200,0
185,200,0
186,200,0
187,200,0
188,200,0
189,200,0
190,200,0
191,200,0
192,200,0
193,200,0
194,200,0
195,200,0
196,200,0
197,200,0
198,200,0
199,200,0
200,200,0
201,200,0
202,200,0
203,200,0
204,200,0
205,200,0
206,200,0
207,200,0
183,201,0
184,201,0
185,201,0
186,201,0
187,201,0
188,201,0
189,201,0
190,201,0
191,201,0
192,201,0
193,201,0
194,201,0
195,201,0
196,201,0
197,201,0
198,201,0
199,201,0
200,201,0
201,201,0
202,201,0
203,201,0
204,201,0
205,201,0
206,201,0
207,201,0
208,201,0
183,202,0
184,202,0
185,202,0
186,202,0
187,202,0
188,202,0
189,202,0
190,202,0
191,202,0
192,202,0
193,202,0
194,202,0
195,202,0
196,202,0
197,202,0
198,202,0
199,202,0
200,202,0
201,202,0
202,202,0
203,202,0
204,202,0
205,202,0
206,202,0
207,202,0
208,202,0
183,203,0
184,203,0
185,203,0
186,203,0
187,203,0
188,203,0
189,203,0
190,203,0
191,203,0
192,203,0
193,203,0
194,203,0
195,203,0
196,203,0
197,203,0
198,203,0
199,203,0
200,203,0
201,203,0
202,203,0
203,203,0
204,203,0
205,203,0
206,203,0
207,203,0
208,203,0
209,203,0
183,204,0
184,204,0
185,204,0
186,204,0
187,204,0
188,204,0
189,204,0
190,204,0
191,204,0
192,204,0
193,204,0
194,204,0
195,204,0
196,204,0
197,204,0
198,204,0
199,204,0
200,204,0
201,204,0
202,204,0
203,204,0
204,204,0
205,204,0
206,204,0
207,204,0
208,204,0
209,204,0
183,205,0
184,205,0
185,205,0
186,205,0
187,205,0
188,205,0
189,205,0
190,205,0
191,205,0
192,205,0
193,205,0
194,205,0
195,205,0
196,205,0
197,205,0
198,205,0
199,205,0
200,205,0
201,205,0
202,205,0
203,205,0
204,205,0
205,205,0
206,205,0
207,205,0
208,205,0
209,205,0
210,205,0
183,206,0
184,206,0
185,206,0
186,206,0
187,206,0
188,206,0
189,206,0
190,206,0
191,206,0
192,206,0
193,206,0
194,206,0
195,206,0
196,206,0
197,206,0
198,206,0
199,206,0
200,206,0
201,206,0
202,206,0
203,206,0
204,206,0
205,206,0
206,206,0
207,206,0
208,206,0
209,206,0
210,206,0
183,207,0
184,207,0
185,207,0
186,207,0
187,207,0
188,207,0
189,207,0
190,207,0
191,207,0
192,207,0
193,207,0
194,207,0
195,207,0
196,207,0
197,207,0
198,207,0
199,207,0
200,207,0
201,207,0
202,207,0
203,207,0
204,207,0
205,207,0
206,207,0
207,207,0
208,207,0
209,207,0
210,207,0
211,207,0
184,208,0
185,208,0
186,208,0
187,208,0
188,208,0
189,208,0
190,208,0
191,208,0
192,208,0
193,208,0
194,208,0
195,208,0
196,208,0
197,208,0
198,208,0
199,208,0
200,208,0
201,208,0
202,208,0
203,208,0
204,208,0
205,208,0
206,208,0
207,208,0
208,208,0
209,208,0
210,208,0
211,208,0
184,209,0
185,209,0
186,209,0
187,209,0
188,209,0
189,209,0
190,209,0
191,209,0
192,209,0
193,209,0
194,209,0
195,209,0
196,209,0
197,209,0
198,209,0
199,209,0
200,209,0
201,209,0
202,209,0
203,209,0
204,209,0
205,209,0
206,209,0
207,209,0
208,209,0
209,209,0
210,209,0
211,209,0
185,210,0
186,210,0
187,210,0
188,210,0
189,210,0
190,210,0
191,210,0
192,210,0
193,210,0
194,210,0
195,210,0
196,210,0
197,210,0
198,210,0
199,210,0
200,210,0
201,210,0
202,210,0
203,210,0
204,210,0
205,210,0
206,210,0
207,210,0
208,210,0
209,210,0
210,210,0
211,210,0
185,211,0
186,211,0
187,211,0
188,211,0
189,211,0
190,211,0
191,211,0
192,211,0
193,211,0
194,211,0
195,211,0
196,211,0
197,211,0
198,211,0
199,211,0
200,211,0
201,211,0
202,211,0
203,211,0
204,211,0
205,211,0
206,211,0
207,211,0
208,211,0
209,211,0
210,211,0
211,211,0
186,212,0
187,212,0
188,212,0
189,212,0
190,212,0
191,212,0
192,212,0
193,212,0
194,212,0
195,212,0
196,212,0
197,212,0
198,212,0
199,212,0
200,212,0
201,212,0
202,212,0
203,212,0
204,212,0
205,212,0
206,212,0
207,212,0
208,212,0
209,212,0
210,212,0
211,212,0
186,213,0
187,213,0
188,213,0
189,213,0
190,213,0
191,213,0
192,213,0
193,213,0
194,213,0
195,213,0
196,213,0
197,213,0
198,213,0
199,213,0
200,213,0
201,213,0
202,213,0
203,213,0
204,213,0
205,213,0
206,213,0
207,213,0
208,213,0
209,213,0
210,213,0
211,213,0
187,214,0
188,214,0
189,214,0
190,214,0
191,214,0
192,214,0
193,214,0
194,214,0
195,214,0
196,214,0
197,214,0
198,214,0
199,214,0
200,214,0
201,214,0
202,214,0
203,214,0
204,214,0
205,214,0
206,214,0
207,214,0
208,214,0
209,214,0
210,214,0
188,215,0
189,215,0
190,215,0
191,215,0
192,215,0
193,215,0
194,215,0
195,215,0
196,215,0
197,215,0
198,215,0
199,215,0
200,215,0
201,215,0
202,215,0
203,215,0
204,215,0
205,215,0
206,215,0
207,215,0
208,215,0
209,215,0
210,215,0
189,216,0
190,216,0
191,216,0
192,216,0
193,216,0
194,216,0
195,216,0
196,216,0
197,216,0
198,216,0
199,216,0
200,216,0
201,216,0
202,216,0
203,216,0
204,216,0
205,216,0
206,216,0
207,216,0
208,216,0
209,216,0
210,216,0
190,217,0
191,217,0
192,217,0
193,217,0
194,217,0
195,217,0
196,217,0
197,217,0
198,217,0
199,217,0
200,217,0
201,217,0
202,217,0
203,217,0
204,217,0
205,217,0
206,217,0
207,217,0
208,217,0
209,217,0
191,218,0
192,218,0
193,218,0
194,218,0
195,218,0
196,218,0
197,218,0
198,218,0
199,218,0
200,218,0
201,218,0
202,218,0
203,218,0
204,218,0
205,218,0
206,218,0
207,218,0
208,218,0
209,218,0
193,219,0
194,219,0
195,219,0
196,219,0
197,219,0
198,219,0
199,219,0
200,219,0
201,219,0
202,219,0
203,219,0
204,219,0
205,219,0
206,219,0
207,219,0
208,219,0
194,220,0
195,220,0
196,220,0
197,220,0
198,220,0
199,220,0
200,220,0
201,220,0
202,220,0
203,220,0
204,220,0
205,220,0
206,220,0
197,221,0
198,221,0
199,221,0
200,221,0
201,221,0
202,221,0
203,221,0
204,221,0
190,193,1
191,193,1
192,193,1
193,193,1
194,193,1
195,193,1
196,193,1
197,193,1
188,194,1
189,194,1
190,194,1
191,194,1
192,194,1
193,194,1
194,194,1
195,194,1
196,194,1
197,194,1
198,194,1
199,194,1
200,194,1
186,195,1
187,195,1
188,195,1
189,195,1
190,195,1
191,195,1
192,195,1
193,195,1
194,195,1
195,195,1
196,195,1
197,195,1
198,195,1
199,195,1
200,195,1
201,195,1
185,196,1
186,196,1
187,196,1
188,196,1
189,196,1
190,196,1
191,196,1
192,196,1
193,196,1
194,196,1
195,196,1
196,196,1
197,196,1
198,196,1
199,196,1
200,196,1
201,196,1
202,196,1
203,196,1
185,197,1
186,197,1
187,197,1
188,197,1
189,197,1
190,197,1
191,197,1
192,197,1
193,197,1
194,197,1
195,197,1
196,197,1
197,197,1
198,197,1
199,197,1
200,197,1
201,197,1
202,197,1
203,197,1
204,197,1
184,198,1
185,198,1
186,198,1
187,198,1
188,198,1
189,198,1
190,198,1
191,198,1
192,198,1
193,198,1
194,198,1
195,198,1
196,198,1
197,198,1
198,198,1
199,198,1
200,198,1
201,198,1
202,198,1
203,198,1
204,198,1
205,198,1
184,199,1
185,199,1
186,199,1
187,199,1
188,199,1
189,199,1
190,199,1
191,199,1
192,199,1
193,199,1
194,199,1
195,199,1
196,199,1
197,199,1
198,199,1
199,199,1
200,199,1
201,199,1
202,199,1
203,199,1
204,199,1
205,199,1
206,199,1
184,200,1
185,200,1
186,200,1
187,200,1
188,200,1
189,200,1
190,200,1
191,200,1
192,200,1
193,200,1
194,200,1
195,200,1
196,200,1
197,200,1
198,200,1
199,200,1
200,200,1
201,200,1
202,200,1
203,200,1
204,200,1
205,200,1
206,200,1
207,200,1
183,201,1
184,201,1
185,201,1
186,201,1
187,201,1
188,201,1
189,201,1
190,201,1
191,201,1
192,201,1
193,201,1
194,201,1
195,201,1
196,201,1
197,201,1
198,201,1
199,201,1
200,201,1
201,201,1
202,201,1
203,201,1
204,201,1
205,201,1
206,201,1
207,201,1
208,201,1
183,202,1
184,202,1
185,202,1
186,202,1
187,202,1
188,202,1
189,202,1
190,202,1
191,202,1
192,202,1
193,202,1
194,202,1
195,202,1
196,202,1
197,202,1
198,202,1
199,202,1
200,202,1
201,202,1
202,202,1
203,202,1
204,202,1
205,202,1
206,202,1
207,202,1
208,202,1
183,203,1
184,203,1
185,203,1
186,203,1
187,203,1
188,203,1
189,203,1
190,203,1
191,203,1
192,203,1
193,203,1
